Tool,Description,href,toolset,desc,toolb
Float,Converts each cell value of a raster into a floating-point representation.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Int,Converts each cell value of a raster to an integer by truncation.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Ln,Calculates the natural logarithm (base e) of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Log10,Calculates the base 10 logarithm of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Log2,Calculates the base 2 logarithm of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Minus,Subtracts the value of the second input raster from the value of the first input raster on a cell-by-cell basis.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Mod,Finds the remainder (modulo) of the first raster when divided by the second raster on a cell-by-cell basis.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Negate,Changes the sign (multiplies by -1) of the cell values of the input raster on a cell-by-cell basis.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Plus,Adds (sums) the values of two rasters on a cell-by-cell basis.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Power,Raises the cell values in a raster to the power of the values found in another raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Round Down,"Returns the next lower integer value, just represented as a floating point, for each cell in a raster.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Round Up,"Returns the next higher integer value, just represented as a floating point, for each cell in a raster.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Square,Calculates the square of the cell values in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Square Root,Calculates the square root of the cell values in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Times,Multiplies the values of two rasters on a cell-by-cell basis.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-tools.htm,Math (general),"The general Math tools apply a mathematical function to the input. These tools fall into several categories. The arithmetic tools perform basic mathematical operations, such as addition and multiplication. There are tools that perform various types of exponentiation operations, which includes exponentials and logarithms in addition to the basic power operations. The remaining tools are used either for sign conversion or for conversion between integer and floating point data types.",Spatial Analyst toolbox
Bitwise And,Performs a Bitwise And operation on the binary values of two input rasters.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Bitwise Left Shift,Performs a Bitwise Left Shift operation on the binary values of two input rasters.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Bitwise Not,Performs a Bitwise Not (complement) operation on the binary value of an input raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Bitwise Or,Performs a Bitwise Or operation on the binary values of two input rasters.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Bitwise Right Shift,Performs a Bitwise Right Shift operation on the binary values of two input rasters.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Bitwise XOr,Performs a Bitwise eXclusive Or operation on the binary values of two input rasters.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-bitwise-tools.htm,Math Bitwise,The bitwise math tools compute on the binary representation of the input values.,Spatial Analyst toolbox
Boolean And,"Performs a Boolean And operation on the cell values of two input rasters.If both input values are true (non-zero), the output value is 1. If one or both inputs are false (zero), the output is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Boolean Not,"Performs a Boolean Not (complement) operation on the cell values of the input raster.If the input values are true (non-zero), the output value is 0. If the input values are false (zero), the output is 1.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Boolean Or,"Performs a Boolean Or operation on the cell values of two input rasters.If one or both input values are true (non-zero), the output value is 1. If both input values are false (zero), the output is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Boolean XOr,"Performs a Boolean eXclusive Or operation on the cell values of two input rasters.If one input value is true (non-zero) and the other false (zero), the output is 1. If both input values are true or both are false, the output is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Combinatorial And,"Performs a Combinatorial And operation on the cell values of two input rasters.If both input values are true (non-zero), the output is a different value for each unique combination of input values. If one or both inputs are false (zero), the output value is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Combinatorial Or,"Performs a Combinatorial Or operation on the cell values of two input rasters.If either input value is true (non-zero), the output is a different value for each unique combination of input values. If both inputs are false (zero), the output value is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Combinatorial XOr,"Performs a Combinatorial eXclusive Or operation on the cell values of two input rasters.If one input value is true (non-zero) and the other false (zero), the output is a different value for each unique combination of input values. If both inputs are true or both are false, the output value is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Equal To,Performs a Relational equal-to operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster equals the second raster and 0 for cells where it does not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Greater Than,Performs a Relational greater-than operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster is greater than the second raster and 0 for cells if it is not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Greater Than Equal,Performs a Relational greater-than-or-equal-to operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster is greater than or equal to the second raster and 0 if it is not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Less Than,Performs a Relational less-than operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster is less than the second raster and 0 if it is not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Less Than Equal,Performs a Relational less-than-or-equal-to operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster is less than or equal to the second raster and 0 where it is not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Not Equal,Performs a Relational not-equal-to operation on two inputs on a cell-by-cell basis.Returns 1 for cells where the first raster is not equal to the second raster and 0 for cells where it is equal.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Diff,"Determines which values from the first input are logically different from the values of the second input on a cell-by-cell basis.If the values on the two inputs are different, the value on the first input is output. If the values on the two inputs are the same, the output is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
InList,"Determines which values from the first input are contained in a set of other inputs, on a cell-by-cell basis.For each cell, if the value of the first input raster is found in any of the list of other inputs, that value will be assigned to the output raster. If it is not found, the output cell will be NoData.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Is Null,Determines which values from the input raster are NoData on a cell-by-cell basis.Returns a value of 1 if the input value is NoData and 0 for cells that are not.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Over,"For the cell values in the first input that are not 0, the output value will be that of the first input. Where the cell values are 0, the output will be that of the second input raster.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
Test,"Performs a Boolean evaluation of the input raster using a logical expression.When the expression evaluates to true, the output cell value is 1. If the expression is false, the output cell value is 0.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-logical-tools.htm,Math Logical,"The Logical Math tools evaluate the values of the inputs and determine the output values based on Boolean logic. The tools are grouped into four main categories: Boolean, Combinatorial, Logical, and Relational.",Spatial Analyst toolbox
ACos,Calculates the inverse cosine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ACosH,Calculates the inverse hyperbolic cosine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ASin,Calculates the inverse sine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ASinH,Calculates the inverse hyperbolic sine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ATan,Calculates the inverse tangent of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ATan2,"Calculates the inverse tangent (based on x,y) of cells in a raster.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
ATanH,Calculates the inverse hyperbolic tangent of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
Cos,Calculates the cosine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
CosH,Calculates the hyperbolic cosine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
Sin,Calculates the sine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
SinH,Calculates the hyperbolic sine of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
Tan,Calculates the tangent of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
TanH,Calculates the hyperbolic tangent of cells in a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-math-trigonometric-tools.htm,Math Trigonometric,"Trigonometric Math tools perform various trigonometric calculations
on the values in an input raster.",Spatial Analyst toolbox
Aggregate Multidimensional Raster,Generates a multidimensional raster dataset by combining existing multidimensional raster variables along a dimension.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multidimensional-analysis-tools.htm,Multidimensional Analysis,The Multidimensional Analysis tools allow you to perform analysis on scientific data across multiple variables and dimensions.,Spatial Analyst toolbox
Generate Multidimensional Anomaly,Computes the anomaly for each slice in an existing multidimensional raster to generate a new multidimensional raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multidimensional-analysis-tools.htm,Multidimensional Analysis,The Multidimensional Analysis tools allow you to perform analysis on scientific data across multiple variables and dimensions.,Spatial Analyst toolbox
Band Collection Statistics,Calculates the statistics for a set of raster bands.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Class Probability,"Creates a multiband raster of probability bands, with one band being created for each class represented in the input signature file.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Create Signatures,Creates an ASCII signature file of classes defined by input sample data and a set of raster bands.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Dendrogram,Constructs a tree diagram (dendrogram) showing attribute distances between sequentially merged classes in a signature file.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Edit Signatures,"Edits and updates a signature file by merging, renumbering, and deleting class signatures.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Iso Cluster,Uses an isodata clustering algorithm to determine the characteristics of the natural groupings of cells in multidimensional attribute space and stores the results in an output ASCII signature file.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Iso Cluster Unsupervised Classification,Performs unsupervised classification on a series of input raster bands using the Iso Cluster and Maximum Likelihood Classification tools.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Maximum Likelihood Classification,Performs a maximum likelihood classification on a set of raster bands and creates a classified raster as output.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Principal Components,Performs Principal Component Analysis (PCA) on a set of raster bands and generates a single multiband raster as output.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-multivariate-tools.htm,Multivariate,Multivariate statistical analysis allows the exploration of relationships among many different types of attributes. There are two types of multivariate analysis available: Classification (both Supervised and Unsupervised) and Principal Component Analysis (PCA).,Spatial Analyst toolbox
Block Statistics,Partitions the input into non-overlapping blocks and calculates the statistic of the values within each block. The value is assigned to all of the cells in each block in the output.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Filter,Performs either a smoothing (Low pass) or edge-enhancing (High pass) filter on a raster.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Focal Flow,Determines the flow of the values in the input raster within each cell's immediate neighborhood.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Focal Statistics,Calculates for each input cell location a statistic of the values within a specified neighborhood around it.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Line Statistics,Calculates a statistic on the attributes of lines in a circular neighborhood around each output cell.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Point Statistics,Calculates a statistic on the points in a neighborhood around each output cell.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-neighborhood-tools.htm,Neighborhood,Neighborhood tools create output values for each cell location based on the location value and the values identified in a specified neighborhood. The neighborhood type can be either moving or search radius.,Spatial Analyst toolbox
Fuzzy Membership,"Transforms  the input raster   into a 0 to 1 scale, indicating the strength of a membership in a set, based on a specified fuzzification algorithm.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-overlay-tools.htm,Overlay,"Overlay analysis tools allow you to apply weights to several input layers, combine them into a single output, and subject to specifications  of distribution and shape, identify preferred  locations within that result. These tools are commonly used for suitability modeling.",Spatial Analyst toolbox
Fuzzy Overlay,"Combine fuzzy membership rasters data together, based on selected overlay type.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-overlay-tools.htm,Overlay,"Overlay analysis tools allow you to apply weights to several input layers, combine them into a single output, and subject to specifications  of distribution and shape, identify preferred  locations within that result. These tools are commonly used for suitability modeling.",Spatial Analyst toolbox
Locate Regions,"Identifies the best regions, or groups of contiguous cells, from an input utility (suitability) raster that satisfy a specified evaluation criterion and that meet identified shape, size, number, and interregion distance constraints.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-overlay-tools.htm,Overlay,"Overlay analysis tools allow you to apply weights to several input layers, combine them into a single output, and subject to specifications  of distribution and shape, identify preferred  locations within that result. These tools are commonly used for suitability modeling.",Spatial Analyst toolbox
Weighted Overlay,Overlays several rasters using a common measurement scale and weights each according to its importance.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-overlay-tools.htm,Overlay,"Overlay analysis tools allow you to apply weights to several input layers, combine them into a single output, and subject to specifications  of distribution and shape, identify preferred  locations within that result. These tools are commonly used for suitability modeling.",Spatial Analyst toolbox
Weighted Sum,"Overlays several rasters, multiplying each by their given weight and summing them together.",/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-overlay-tools.htm,Overlay,"Overlay analysis tools allow you to apply weights to several input layers, combine them into a single output, and subject to specifications  of distribution and shape, identify preferred  locations within that result. These tools are commonly used for suitability modeling.",Spatial Analyst toolbox
Create Constant Raster,Creates a raster of a constant value within the extent and cell size of the analysis window.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-raster-creation-tools.htm,Raster Creation,The Raster Creation tools generate new rasters in which the output values are based on a constant or a statistical distribution.,Spatial Analyst toolbox
Create Normal Raster,Creates a raster of random values with a normal (Gaussian) distribution within the extent and cell size of the analysis window.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-raster-creation-tools.htm,Raster Creation,The Raster Creation tools generate new rasters in which the output values are based on a constant or a statistical distribution.,Spatial Analyst toolbox
Create Random Raster,Creates a raster of random floating-point values between 0.0 and 1.0 within the extent and cell size of the analysis window.,/en/pro-app/2.7/tool-reference/spatial-analyst/an-overview-of-the-raster-creation-tools.htm,Raster Creation,The Raster Creation tools generate new rasters in which the output values are based on a constant or a statistical distribution.,Spatial Analyst toolbox
